title,number,duration,description,id,published
פרק #422 - פרי דוידסון מתקן עולם,425,01:43:16,"דוידסון גדל בצפת, שירת בצבא במודיעין קרבי ועבר לתל אביב מיד לאחר שהשתחרר. הוא עבד במגוון מיזמ טכנולוגיים עד שב-2006 היה אחד המייסדים של חברת הקנביס הראשונה והגדולה בישראל, תיקון עולם. וכתוצאה מהיכרותו עם שוק הקנביס, החליט ב-2011 להקים את סאיקי, חברת סטארטאפ שמנסה ליצור משאף מסוג חדש, שיאפשר לרופאים וחוקרים לדאוג לכך שמטופלים יקבלו בדיוק את כמות החומר הפעיל הנחוצה.

 

על מה דיברנו:
קנאביס, תיקון עולם, צפת, סאיקי, משאפים, רגולציה, גידולים, תרופות, תעשיה, גיוס כסף, סרטן, THC, CBD

 

הפרק בחסות הפודקאסט ""מפלגת המחשבות"" מבית אבי-חי",geekonomy.podbean.com/c9a84744-aa7e-3497-a012-a4cb4334692a,"time.struct_time(tm_year=2021, tm_mon=5, tm_mday=2, tm_hour=17, tm_min=27, tm_sec=47, tm_wday=6, tm_yday=122, tm_isdst=0)"
פרק #421 - אסף פלד ומדיה בספורט,424,01:05:28,"אסף פלד צמח בתחום ההשקעות התאגידיות. את לימודי מנהל העסקים שלו השלים בבית הספר המוערך וורטון. בעשר השנים האחרונות פלד מוביל את חברת Minute Media, שנבחרה לאחרונה על ידי 'כלכליסט' לסטארטאפ המבטיח בישראל.

 

על מה דיברנו:
ספורט, מדיה, דיסני, קוביד, ליברפול, כדורגל אירופאי, ספורט אמריקאי, קריפטו, נפוליאון, בן גוריון, איירטון סנה, ולאדה דיבאץ', קובי בריאנט, פורמולה 1, ליגת הפוטבל האמריקאית

 

קישורים רלוונטים:
הסרט על איירטון סנה
הסרט של ESPN על ולאדה דיבאץ ופטרוביץ'",geekonomy.podbean.com/80bca52e-5e3d-36a0-a9b6-7cc86751d081,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=29, tm_hour=19, tm_min=25, tm_sec=49, tm_wday=3, tm_yday=119, tm_isdst=0)"
פרק #420 אמיר מוריץ ומשרד האוצר,423,01:50:34,"אמיר מוריץ עבד כארבע שנים במשרד האוצר. לפני כן בילה כעשור בשוק ההון במסחר בתעודות סל וחשבונות נוסטרו ואף הוביל חברת HFT.

 

על מה דיברנו:
משרד האוצר, משרד הביטחון, המשטרה, ישראל כ""ץ, כרמל שאמה הכהן, אביגדור ליברמן, מסים, שוק שחור, קנאביס, הימורים, מפעל הפיס, הרכבת הקלה, תכנון עירוני

 

הפרק בחסות הפודקאסט שבלת
הספר Bad Blood
הספר Moonshots",geekonomy.podbean.com/4b32a0b3-1f1f-34cf-9206-5675ff19cf62,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=25, tm_hour=19, tm_min=1, tm_sec=11, tm_wday=6, tm_yday=115, tm_isdst=0)"
פרק #419 - יום הולדת 15 לגוגל ישראל,422,03:51:14,"במסגרת כנס לכבוד יום ההולדת 15 לגוגל ישראל, נוצר שיתוף פעולה עסקי בין גיקונומי לענקית האמריקאית ואנשיה בישראל. במסגרת שיתוף הפעולה הזה, ראם שוחח עם שמונה עובדים של החברה בארץ על עבודתם. השיחות האלה, ששובצו בכנס הדיגיטלי, קובצו לפרק אחד מיוחד.

 

חלק ראשון - 00:01:46 - טל כהן, דירקטור בכיר להנדסת תוכנת בקבוצת החיפוש ומוראד עבדאלרחמן, ראש צוות בתחום הבריאות והקורונה בקבוצת החיפוש
חלק שני - 01:02:30 - ספיר כדורי, מהנדסת תוכנה בכירה ובני שלזינגר, מנהל פיתוח
חלק שלישי -  02:00:08 - אבינתן חסידים, דירקטור בקבוצת המחקר ודבורה כהן, חוקרת בחברה
חלק רביעי - 03:08:00 - זהבה כשאי, מנהלת UX ועמוס יפה, מהנדס בכיר, שעובדים על מוצר לעיתונאי תחקירים",geekonomy.podbean.com/1034b60b-29d7-3913-99de-2fbc5c4b59f2,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=23, tm_hour=12, tm_min=9, tm_sec=36, tm_wday=4, tm_yday=113, tm_isdst=0)"
"פרק #418 - יניב גרטי מנכ""ל אינטל ישראל",421,01:50:22,"יניב גרטי הוא סגן נשיא חברת אינטל ומנהל קבוצת התקשורת האלחוטית והחיבוריות בה. גרטי מכהן כמנכ""ל אינטל ישראל בארבע וחצי השנים האחרונות.

 

על מה דיברנו:
אינטל, ישראל, גוגל, אפל, TSMC, מעבר מייצור רק עבור אינטל לייצור עבור אחרות, היריבות בין ענקיות הטק העולמיות, המתח בין סין לארצות הברית, השינויים של ג'ו ביידן, מיסוי, הרווחים הכלואים, מובילאיי, הוואנה לאבס, מוביט, מכוניות אוטונומיות, קישוריות, חוק מור, תחרות על עובדים

 

נותנת החסות שלנו לפרק זו חברת סולמייט - השתמשו בקוד הקופון RG5 כדי להיכנס להגרלה מיוחדת למאזיני גקיונומי",geekonomy.podbean.com/6567dcd6-7699-38e5-aea5-e61b3bc0dcc2,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=20, tm_hour=19, tm_min=31, tm_sec=32, tm_wday=1, tm_yday=110, tm_isdst=0)"
פרק #417 - פרופ' יורם רבין רוצה חוקה,420,01:49:39,"פרופ' יורם רבין הוא עורך דין ופרופסור למשפטים. מכהן כיום כנשיא המכללה למנהל. בין השנים 2015 ל-2019 כיהן כיועץ המשפט למבקר המדינה. כתב וערך ספרים על משפט ציבורי, זכויות אדם ודיני עונשין. ממייסדי התנועה לחופש מידע.

 

על מה דיברנו:
חוק, חוקה, מערכת המשפט בישראל, שיפוט, מזג שיפוטי, אנגליה, ארצות הברית, צרפת, נפוליאון, בן גוריון, צ'רצ'יל, ז'וקוב, סטאלין, היטלר, רומן זדורוב, בנימין נתניהו, קצב, עמוס עוז, לימודי משפטים

 

הפרק בחסות הפודקאסט ""The Insiders"" מבית שבלת ושות'",geekonomy.podbean.com/9d759dbb-96c7-3307-8447-1e1afb97b080,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=18, tm_hour=19, tm_min=33, tm_sec=6, tm_wday=6, tm_yday=108, tm_isdst=0)"
פרק #416 - הקרנבל (של בשר) חוזר,419,01:54:13,"אוהד קויתי וגיל בן שחר, שני האנשים הנפלאים מאחורי ""קרנבל של בשר"", חזרו לפרק נוסף. מדבר על חוויה קולינרית יחודית, מעניינת וטעימה במיוחד בה הסועדים מגיעים לערב שלם של מסעדנות מקורית במיקומים מפתיעים. אחרי שנה של הפסקה בגלל הקורונה, הקרנבל חוזר לעניינים. אם הפרק שכנע אתכם להזמין כרטיסים, אנא הביאו לגיל ואוהד עוגיה כדי לסמן להם ששמעתם אותם בגיקונומי בבקשה.

 

אם שמעתם את גילי ואוהד ויש לכם רעיון עיסקי איך לשתף פעולה עמם, אנא שלחו מייל ישירות לראם שמסייע להם לסנן את הפניות בכתובת Pozon10@gmail.com

 

נותני החסות שלנו:
חברת 2sit שתיתן לכם 25% הנחה על הכיסאות שלה אם תגידו שהגעתם דרך גיקונומי",geekonomy.podbean.com/1b377b2e-396f-3bdd-96f5-7b44e891e628,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=16, tm_hour=9, tm_min=15, tm_sec=48, tm_wday=4, tm_yday=106, tm_isdst=0)"
פרק #415 - צפוף לפרופ' אלון טל,418,01:20:59,"פרופ' אלון טל נולד ב-1960 בארצות הברית ועלה לישראל בשנות השבעים. הוא חוקר ומרצה בכיר בתחום איכות הסביבה, ראש החוג למדיניות ציבורית באונ' תל-אביב והמייסד של מספר ארגונים סביבתיים לרבות ""אדם טבע ודין"", מכון הערבה ללימודים והסביבה וצפוף - הפורום לאוכלוסייה סביבה וחברה.

 

על מה דיברנו:
צפיפות, מלתוס, מצרים, בן גוריון, חרדים, חילונים, ערבים, יהודים, מגפות, קורונה, בני ברק, עזה, תל-אביב, סינגפור, ניו-יורק, טוקיו

 

נותני החסות שלנו – חברת סולמייט (קוד הקופון להשתתפות בהגרלה:  RG5)",geekonomy.podbean.com/2380449c-dfa3-35af-8f53-f6d9584a447f,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=11, tm_hour=19, tm_min=38, tm_sec=27, tm_wday=6, tm_yday=101, tm_isdst=0)"
פרק #414 - כלכלה והיסטוריה עם פרופ' צבי אקשטיין,417,01:50:04,"צבי (צביקה) אקשטיין הוא פרופסור מן המניין ודיקן בית הספר לכלכלה במרכז הבינתחומי הרצליה. פרופסור אמריטוס בבית הספר לכלכלה של אונ' תל-אביב. צביקה לימד גם בבית הספר למנהל עסקים וורטון, כתב ספרים על ההיסטוריה היהודית בראי הכלכלה, על הגירה וניידות בשוק העבודה הישראלי, על המיתון הגדול ואף כיהן כמשנה לנגיד בנק ישראל בין השנים 2006 ל-2011.

 

על מה דיברנו:
כלכלה, יהודים, היסטוריה, ארצות הברית, המשבר הגדול, גרמניה, קיינס, ריקרדו, מילטון פרידמן, וורטון, מנהל עסקים, הבנק המרכזי, המשבר הכלכלי של 2008, פוליטיקאים בישראל, אינפלציה, המרד הגדול, גירוש יהודי ספרד, ליטא ופולין, יהדות בבל

 

לינקים:
חברת 2sit שתיתן לכם 25% הנחה על הכיסאות שלה אם תגידו שהגעתם דרך גיקונומי

 

הספר עליו צבי המליץ

 

המשחק פיפוש עליו ראם המליץ",geekonomy.podbean.com/bec7262f-4406-3a0c-9789-78f223acf78a,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=6, tm_hour=19, tm_min=54, tm_sec=20, tm_wday=1, tm_yday=96, tm_isdst=0)"
פרק #413 - מירב ובועז משקיעים בקוואלקום,416,01:20:48,"מירב וינריב היא המנכ""לית של זרוע ההשקעות בענקית השבבים האמריקאית קוואלקום. בעברה הייתה שותפה בקרן ההון סיכון פיטנגו ובאינטל קפיטל. בועז פאר הוא דירקטור ההשקעות בקרן. לפני שהצטרף שימש כאחראי על הפיתוח העסקי של קוואלקום בישראל.

 

על מה דיברנו:
השקעות, קוואלקום, השוק הישראלי, בועות, ספאקים, הנפקות, אקזיטים, טובת היזמים, טובת המשקיעים, החלטות קשות, הערכות שווי, מאנדיי, למונייד, אדן שוחט, זום, טיסות

 

נותני החסות שלנו – חברת סולמייט (קוד הקופון להשתתפות בהגרלה:  RG5)
הכנס של גוגל לכבוד יום ההולדת 15 למשרדים בישראל
האימייל של ראם",geekonomy.podbean.com/f31acf0a-82a2-3707-8a16-b977a7c8e942,"time.struct_time(tm_year=2021, tm_mon=4, tm_mday=4, tm_hour=18, tm_min=15, tm_sec=3, tm_wday=6, tm_yday=94, tm_isdst=0)"
פרק #412 - אורן נהרי רואה עולם,415,01:54:03,"אורן נהרי נולד בחיפה ולמד באונ' באותו המחזור כמו איווט ליברמן, ישראל כץ, אילן גילאון ורבים אחרים. בניגוד אליהם הוא הלך לעולם התקשורת ולא לפוליטיקה. ב-88' הקים את ""רואים עולם"" ומאז הוא נחשב לאחד מעורכי חדשות החוץ המוערכים והאהובים בארץ. כתב ספרים על פוליטיקה, כלכלה, היסטוריה וכיום הוא מעביר הרצאות בתחום בשלל מקומות ומתחזק את אחד מחשבונות הטוויטר המרתקים בישראל.

 

על מה דיברנו:
דמוקרטיות, ישראל, ציונות, אמונה, אלוהים, הרצל, בן גוריון, ביל""ו, רוסיה, ברה""מ, היטלר, צ'רצ'יל, קוקה קולה, משפחת קרדשיאן, הונגריה, פולין, האיחוד האירופי, גרמניה, מלחמת העולם השניה, אלאור עזריה, סטלינגארד, דן קרלין, אלימות במשפחה, פוליטיקלי קורקט, גנרלים במאה ה-19, נפוליאון, מלחמת האזרחים האמריקאית

 

הפודקאסט ""קצה קרחון"" מבית אבי חי
הכנס של גוגל לכבוד יום ההולדת 15 למשרדים בישראל
האימייל של ראם",geekonomy.podbean.com/f999beff-aa08-3d31-aa46-45681aa8f841,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=31, tm_hour=20, tm_min=29, tm_sec=19, tm_wday=2, tm_yday=90, tm_isdst=0)"
פרק #411 - שחר מרקוביץ' מוביל דיגיטלי,414,01:32:42,"שחר מרקוביץ' סיים את לימודי מנהל העסקים ב-MIT ב-2005. מאז הספיק לשמש כשותף במקינזי במשך כעשור, להוביל את הדיגיטל בבנק הפועלים בכלל ואת פרויקט ""ביט"" המצליח בפרט, להוביל את הדיגיטל של ""אל על"" וכיום משמש כ-GM בחברת Natural Intelligence. 

 

על מה דיברנו:
אל על, פפר, ביט, בנק הפועלים, בנק לאומי, תחרותיות, מוסר, מעבר דיגיטלי, טמנוס, ליבה בנקאית, מקינזי, מנהל עסקים, בנקאות, חדשנות, בלוקבאסטר, נטפליקס, מטוסים, בואינג, דן קרלין

 

נותני החסות שלנו - הפודקאסט ""קצה קרחון"" מבית אבי חי
הכנס של גוגל לכבוד יום ההולדת 15 למשרדים בישראל",geekonomy.podbean.com/3e9de6b2-089d-35cf-a35d-4f8d8c74f88f,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=30, tm_hour=20, tm_min=35, tm_sec=31, tm_wday=1, tm_yday=89, tm_isdst=0)"
פרק #410 - רמי עמר ומשבר האקלים,413,01:22:43,"רמי עמר הקים עם חבריו, יוני ברוידא ויאיר וינברגר, את חברת אלומה ב-2013. החברה נמכרה לגוגל במאות מיליוני דולרים בשנת 2019. מאז רמי הצטרף להובלה של עמותת NZO, שמרכזת מאמצים לשכנוע הממשלה והציבור שהדרך לצמצום פליטות גזי חממה מתחילה במעבר לאנרגיה מתחדשת.  

 

על מה דיברנו:
כלכלה, תמריצים, אנרגיה מתחדשת, פחם, גז, אלומה, גוגל, פייק ניוז, מדע, דת, אמונה, אתגרים טכנולוגיים

 

הפרק בחסות הפודקאסט מדברים מדע""ב מבית מיקרוסופט MStation
עמותת NZO
הספר החדש של ביל גייטס עליו רמי סיפר
חקלאות מתחדשת ו-Kiss The Ground",geekonomy.podbean.com/da2c2633-f495-313f-9ca7-a2f6de1cf113,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=21, tm_hour=17, tm_min=51, tm_sec=14, tm_wday=6, tm_yday=80, tm_isdst=0)"
פרק #409 - פרופ' אוריאל אבולוף והחיים על התהום,412,01:49:52,"פרופ' אוריאל אבולוף הוא מרצה בכיר בחוג למדע המדינה באוניברסיטת תל-אביב, ועמית מחקר במכון להגדרה עצמית שבבית-הספר וודרו ווילסון באוניברסיטת פרינסטון ובמכון טרומן לקידום השלום. מחקרו עוסק בלגיטימציה ואלימות פוליטית, ומתמקד בלאומיות, מהפכות וסכסוכים אתניים במזרח-התיכון ומעבר לו. פרופ' אבולוף מלמד קורס מקוון במסגרת אוניברסיטת פרינסטון שזכה בשנת 2018 בתואר ""הקורס המקוון הטוב ביותר"". בנוסף, פרופ' אבולוף כותב בלוג בשם ""Sapianism: Living to Our Humanity"". פרופ' אבולוף הוא בעל תואר ראשון ביחסים-בינלאומיים ולימודי המזרח-התיכון, תואר שני בלימודי המזרח-התיכון, ותואר דוקטור ביחסים בינלאומיים – כולם מהאוניברסיטה העברית בירושלים. תחומי מחקר שלו הם: אקזיסטנציאליזם פוליטי, אלימות ולגיטימציה פוליטית, מזרח-תיכון וסכסוכים אתניים.

 

על מה דיברנו בפרק:
דרום אפריקה, קנדים-צרפתיים, אנגלים, צרפתים, קנדים, ארה""ב, ישראל, רואנדה, נקמה, רצח הנערים היהודים, רצח מוחמד אבו ח'דיר, הגדרה עצמית, משמעות, פילוסופיה, קורונה

 

נותני החסות שלנו - חברת סולמייט (קוד הקופון להשתתפות בהגרלה:  RG5)

 

הקורס המקוון של פרופ' אבולוף
מאמר באלכסון
אתר הבית האקדמי של פרופ' אבולוף
הבלוג של פרופ' אבולוף",geekonomy.podbean.com/e0027fcc-681c-3242-ac6e-6663b19e8f9a,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=14, tm_hour=20, tm_min=43, tm_sec=19, tm_wday=6, tm_yday=73, tm_isdst=0)"
"פרק #408 - ד""ר גל כפרי וחיסון לסרטן",411,01:21:39,"ד""ר גל כפרי היה עד לפני שנה היה בארה""ב, לאחר שסיים את לימודי הדוקטורט שלו במכון ויצמן, שם חקר במסגרת המכון הלאומי לחקר הסרטן במרילנד. ד""ר כפרי עבד על חיסונים מבוססי mRNA, אותה טכנולוגיה שאיפשרה למודרנה ופייזר לפתח את החיסון לקורונה. כיום הוא ראש מעבדה בשיבא, שמפתחת טיפולים לחולי סרטן המבוססים על תאי מערכת החיסון. 







 

על מה דיברנו:
סרטן, חיסונים, קורונה, פייק ניוז, ביולוגיה, מתמטיקה, חישוביות, דנא, רנא, מרילנד, שיבא, תקציבי מחקר

 

נותני החסות שלנו - סטודיו האוזר",geekonomy.podbean.com/fabe4fdf-02d0-3db5-8f2b-0be473883252,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=10, tm_hour=21, tm_min=35, tm_sec=16, tm_wday=2, tm_yday=69, tm_isdst=0)"
פרק #408 - ג'ידא רינאוי זועבי אופטימית,410,01:18:49,"ג'ידא רינאוי זועבי רצה במסגרת מפלגת מרץ בבחירות הקרובות. זועבי מכהנת בחבר הנאמנים של האונ' העברית, במועצת המנהלים של מכללת רופין ובמועצת המנהלים של בית איזי שפירא. בעבר הייתה עמיתה במכון הרטמן בירושלים, חברה בוועדה הכלכלית הממשלתית לגמלאות נשים, חברה בשולחן העגול של ראש הממשלה להכנת לשעת חירום לאומית, חברה במועצת המנהלים של קרן מרים למאבק בסרטן ומנטורית בתכנית הסטודנטים של קרן רוטשילד.

 

על מה דיברנו:
החברה הערבית בישראל, הזדמנויות, אלימות, מעמד האישה, סונים ושיעים, סוריה, חינוך, השקעה, בנימין נתניהו, הרשימה המשותפת, מפלגת מרץ, יאיר גולן, ציונות

 

קישורים רלוונטיים:
הפודקאסט ""קצה קרחון"" מבית אבי חי",geekonomy.podbean.com/fac3a21c-3dc5-38d1-87bf-667b23ed2e0c,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=7, tm_hour=20, tm_min=34, tm_sec=50, tm_wday=6, tm_yday=66, tm_isdst=0)"
פרק #406 - אשל גפן נגד העולם,409,02:20:15,"אשל גפן עובד בקרן פרייבט אקוויטי וחי בלונדון עם זוגתו. בעבר עבד בג'יי פי מורגן, למד בוורטון, שימש כבנקאי השקעות בגורן קפיטל וכיום סטודנט למנהל עסקים ב-LSE. לפני מספר שבועות כתב פוסט פייסבוק מפורט על השתלשלות האירועים סביב גיימסטופ, שמשך המון תשומת לב ממשקיעים מנוסים רבים בישראל.

 

על מה דיברנו:
שוק ההון, שורטים, הליכה נגד הזרם, מייקל ברי, קטי ווד, ווארן באפט, נגזרים, תעודות סל, פלוריסטם, למונייד, טסלה, פייבר, פולקסווגן, חתולים, לונדון

 

נותני החסות שלנו - חברת סולמייט - קוד הקופון כדי להיכנס להגרלה - RG5

 

קישורים מהפרק:
דף הפייסבוק של אשל
האימייל של ראם",geekonomy.podbean.com/3cb89ffc-fab0-392e-9e1e-e52e1f3b2e25,"time.struct_time(tm_year=2021, tm_mon=3, tm_mday=4, tm_hour=23, tm_min=12, tm_sec=3, tm_wday=3, tm_yday=63, tm_isdst=0)"
"פרק #405 - ד""ר נועם רודיך ופעמוני רוח",408,01:36:20,"ד""ר נועם רודיך עשתה את ה-PhD שלה במדעי הרפואה באונ' תל-אביב, אך החליטה שהיא מעדיפה להתרחק מהמעבדה ולהתקרב לאנשים, חיות ורגשות. העמותה שהקימה, ""פעמוני רוח"", עוסקת בטיפול רגשי באמצעות חיבור בין בעל חיים שעברו פגיעה לאנשים שעברו טראומה או חיים עם אתגרים קוגניטבים.

 

על מה דיברנו:
העמותה, רגשות, טראומה, כלבים, חתולים, טבעונות, מוסר, חוק, טיפול, קורונה, אתגרים

 

נותני החסות שלנו - חברת סולמייט
אתר העמותה - פעמוני רוח",geekonomy.podbean.com/153eeb0f-d014-3048-844a-e616d34e2be0,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=28, tm_hour=20, tm_min=50, tm_sec=39, tm_wday=6, tm_yday=59, tm_isdst=0)"
"פרק #404 - יגאל ליברנט, נבלני ורוסו",407,01:53:09,"יגאל ליברנט עלה ארצה בתחילת שנות התשעים. הוא מיצב עצמו עם השנים כאחד מהקולות המעניינים בפייסבוק ישראל בכל הנוגע לרעיונות פילוסופים היסטורים. הוא הוביל טרום הקורונה מסעות למזרח אירופה עם שלום בוגוסלבסקי ותרגם מרוסית לעברית ספרים מסדרת ""תיבת פנדורין"" המוערכת.

 

על מה דיברנו:
ז'אן-ז'אק רוסו, נבלני, פוטין, מדבדב, המהפכה הצרפתית, נפוליאון, בריטניה, אוליבר קרומוול, ז'וקוב, וואסילי זייצב, בוריס אקונין, רעל עצבים, אירן, ארצות הברית, סין, התחממות עולמית, התקררות עולמית

 

קישורים רלוונטים:
הפטראון של יגאל
האימייל של ראם",geekonomy.podbean.com/c1a96f36-3b66-347e-b3ed-936f56f3bbae,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=26, tm_hour=15, tm_min=47, tm_sec=5, tm_wday=4, tm_yday=57, tm_isdst=0)"
פרק #403 - עומר כליף והלידאר,406,01:26:42,"עומר כליף הוא אחד מהמייסדים של אינוויז, שגייסה כבר יותר מרבע מיליארד דולר כדי לבנות מערכות לידאר מתקדמות, שישנו את הצורה בה רכבים נוהגים בצורה אוטונומית בעתיד. את השימוש במערכות האלו חברת BMW כבר קנתה ובקרוב אינוויז תונפק בבורסת הנאסד""ק האמריקאית, בסך הכל חמש שנים לאחר הקמתה.

 

על מה דיברנו:
לידאר, אינוויז, SPAC, הנפקות, גיוסי הון, טכנולוגיה, מצלמות, אוטיקה, רכבי יוקרה, מרצדס, איילון מאסק, ווימו, קרוז, התקפי פאניקה

 

האימייל של ראם 
עמוד הקריירות של StreamElements",geekonomy.podbean.com/f3786924-39ec-3a04-b32c-73fe09352ccd,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=23, tm_hour=11, tm_min=0, tm_sec=3, tm_wday=1, tm_yday=54, tm_isdst=0)"
פרק #402 - ארז קו-אל מביים במטבח,405,01:38:59,"ארז קו-אל הוא תסריטאי ויוצר טלוויזיה וקולנוע. הוא אחראי למספר סרטים וסדרות שזכו להערכה רבה כ""אלנבי"" ואחרות. לאחרונה עלתה ב-Yes הסדרה ""הטבח"" אותה כתב ובה שימש הפעם גם כבמאי. 

 

על מה דיברנו:
הטבח, יצירה, גל תורן, גורי אלפי, רותם סלע, גיתית פישר, מוסר, שיפוט, ביקורת, סמים, נהיגה תחת השפעה, צילום, בימוי, עטר מיינר, טרנטינו, צ'רנוביל, פאודה, קסטינה, ייס, אגו

 

נותנת החסות של הפרק - דונה גריפית'",geekonomy.podbean.com/643b429c-bf64-3ce0-b848-3188f90d9075,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=17, tm_hour=21, tm_min=27, tm_sec=56, tm_wday=2, tm_yday=48, tm_isdst=0)"
פרק #401 - הלל קוברינסקי משדרג רשתות,404,01:42:45,"הלל קוברינסקי, אב לארבעה, הוא תת אלוף במילואים, שכיהן כמפקד מרכז האש של אוגדת הבשן במלחמת לבנון השניה. ב-2007 מכר את חברת התוכנה שהקים ל-AT&T בכ-120 מיליון דולר והתחיל להתערב יותר במגזר הציבורי עם הקמת יש עתיד ואף כיהן כראש מטה המפלגה. ב-2015 הקים את דרייבנטס, אחת מחברות הסטארטאפ המבטיחות בארץ, שכבר הספיקה לגייס עד כה 325 מיליון דולר לפי הערכת שווי אחרונה של 1.3 מיליארד דולר.







 

על מה דיברנו:
חיל השיריון, רובוטים, אסטרטגיה, ניהול חברות, יזמות, רשתות תקשורת, ספקיות אינטרנט, בעיות עסקיות, הורות, מלחמת העולם השניה, החזית הפאסיפית, יפן, סין

 

נותני החסות שלנו - חברת Deel

 

קישורים מהפרק:
הפודקאסט של דן קרלין",geekonomy.podbean.com/0dbe5d01-36b1-34be-a041-3c3b223884da,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=15, tm_hour=7, tm_min=19, tm_sec=23, tm_wday=0, tm_yday=46, tm_isdst=0)"
פרק #400 - מתי מריאנסקי והמכונות חוזרים,403,01:38:55,"מתי מריאנסקי, יזם טכנולוגי ומעצב איכותי, התחיל לכתוב לפני מספר שנים על עליית החשיבות של אלגוריתמים 'חושבים' בחיינו. הפוסטים שלו הפכו לקבוצת פייסבוק בשם ""עליית המכונות"", שאותה מתי מקפיד לעדכן מדי יום. כיום מדובר באחת מהקהילות הוירטואליות החשובות בעולם הטכנולוגיה הישראלי.

 

על מה דיברנו:
המהומה בקפיטול, מארק צוקרברג, איילון מאסק, קלאבהאוס, בן רובן, יזמות, מזל, פודקאסטים, אודיו, ג'ק דורסי, ג'ף בזוס, גיימסטופ, מרטין לותר, איסלם, גו, שחמט, דמיון, רגש

 

נותני החסות שלנו - חברת Deel
הספר עליו מתי המליץ
ההיסטוריה של האיסלם המוקדם",geekonomy.podbean.com/fca1650c-67b1-353c-a2f3-926ebadc7eb8,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=7, tm_hour=21, tm_min=22, tm_sec=26, tm_wday=6, tm_yday=38, tm_isdst=0)"
"פרק #399 - אבישי סם ביטון והבורסה בארה""ב",402,01:31:14,"אבישי סם ביטון הוא המנכ""ל המייסד של חברת Brainye ובעברו היה שותף-מייסד בחברת Oribi. כיום אבישי בונה את פורטפוליו ההשקעות שלו כמשקיע אנג'ל בחברות בשלב ה-Seed. התיישבנו לדבר על כל מה שקורה לאחרונה בבורסה האמריקאית ועולם הפיננסים.

 

על מה דיברנו:
בורסה, מניות, אופציות, גיימסטופ, רדיט, קרנות גידור, קרנות הון סיכון, פנסיה, בנקסי, תמר יסעור, פפר, ביט, כרטיסי אשראי, פיינל, אלגו טריידינג, מייקל לואיס, ג'ינסים בקניון ברמת אביב, איילון מאסק, קלאבהאוס, פודקאסטים, קריפטו, ערך, העדר ערך, שורטים

 

עמוד הקריירות של סטרימאלמנטס
הערוץ של אבישי ביוטיוב
חשבון הטוויטר של אבישי
אחד מהפוסטים שהציתו את המהומה ברדיט",geekonomy.podbean.com/1d6fdacc-c1a6-3caa-92c6-62e7df12bc61,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=2, tm_hour=10, tm_min=27, tm_sec=42, tm_wday=1, tm_yday=33, tm_isdst=0)"
"פרק #398 - ד""ר סלבה ברגר ותזונה קרניבורית",401,01:43:30,"ד""ר סלבה ברגר חוקר השמנה ומחלות מטבוליות. כמי שהיה שמן בחלקים מחייו, הנושא לא זר לו. בגיל 25 ברגר גילה את דיאטת אטקינס שסייעה לו, אך לא לאורך זמן. בגיל 32 כבר שקל 110 שוב. ואז גילה את התזונה הפליאוליתית. מאז מסייע לאנשים רבים לשפר את איכות חייהם באמצעות מעבר לתזונה דומה.

 

על מה דיברנו:
תזונה קיטוגנית, אטקינס, פרות, בשר, ירקות, פירות, מחלות אוטואימונית, צום, סרטן, רעב, סוכרים, ספורטאים

 

נותני החסות שלנו - חברת Deel
יוזמת יער האקלים
הספר עליו סלבה המליץ",geekonomy.podbean.com/c5c64a86-40ad-39cc-aa4b-1fbae7e61e11,"time.struct_time(tm_year=2021, tm_mon=2, tm_mday=1, tm_hour=6, tm_min=45, tm_sec=15, tm_wday=0, tm_yday=32, tm_isdst=0)"
